date,gl
2020/7/25 07:15,578
2020/7/25 07:30,525
2020/7/25 07:45,512
2020/7/25 08:00,438.5
2020/7/25 08:15,553
2020/7/25 08:30,616
2020/7/25 08:45,833
2020/7/25 09:00,708.5
2020/7/25 09:15,1138
2020/7/25 09:30,962
2020/7/25 09:45,512.5
2020/7/25 10:00,917.5
2020/7/25 10:15,850.6667
2020/7/25 10:30,657.3333
2020/7/25 10:45,817
2020/7/25 11:00,959.1163
2020/7/25 11:15,928.6327
2020/7/25 11:30,898.1491
2020/7/25 11:45,867.6655
2020/7/25 12:00,837.1819
2020/7/25 12:15,806.6984
2020/7/25 12:30,776.2148
2020/7/25 12:45,745.7312
2020/7/25 13:00,715.2476
2020/7/25 13:15,684.764
2020/7/25 13:30,654.2804
2020/7/25 13:45,623.7968
2020/7/25 14:00,593.3133
2020/7/25 14:15,562.8297
2020/7/25 14:30,532.3461
2020/7/25 14:45,501.8625
2020/7/25 15:00,471.3789
2020/7/25 15:15,1129
2020/7/25 15:30,592.5
2020/7/25 15:45,609
2020/7/25 16:00,1165.1442
2020/7/25 16:15,1287.1048
2020/7/25 16:30,1305
2020/7/25 16:45,1621
2020/7/25 17:00,1261
2020/7/25 17:15,1476.6667
2020/7/25 17:30,1477
2020/7/25 17:45,1543
2020/7/25 18:00,1059.6667
2020/7/25 18:15,1109
2020/7/25 18:30,686
2020/7/25 18:45,1446
2020/7/25 19:00,1794
2020/7/25 19:15,1424
2020/7/25 19:30,809.5
2020/7/25 19:45,972.5
2020/7/25 20:00,982
2020/7/25 20:15,926
2020/7/25 20:30,969
2020/7/25 20:45,1559
2020/7/25 21:00,853
2020/7/25 21:15,1635
2020/7/25 21:30,1434
2020/7/25 21:45,1336
2020/7/25 22:00,1075.3333
2020/7/25 22:15,776
2020/7/25 22:30,873
2020/7/25 22:45,1380
2020/7/25 23:00,1360
2020/7/25 23:15,1583
2020/7/25 23:30,1742.5
2020/7/25 23:45,1424.3333
